window_end_date,disease,province,split,forecast_start,forecast_end
1933-01-22,influenza,CA-ON,train,1933-01-29,1933-03-19
1933-01-29,influenza,CA-ON,train,1933-02-05,1933-03-26
1933-02-05,influenza,CA-ON,train,1933-02-12,1933-04-02
1933-02-12,influenza,CA-ON,train,1933-02-19,1933-04-09
1933-02-19,influenza,CA-ON,train,1933-02-26,1933-04-16
1933-02-26,influenza,CA-ON,train,1933-03-05,1933-04-23
1933-03-05,influenza,CA-ON,train,1933-03-12,1933-04-30
1933-03-12,influenza,CA-ON,train,1933-03-19,1933-05-07
1933-03-19,influenza,CA-ON,train,1933-03-26,1933-05-14
1933-03-26,influenza,CA-ON,train,1933-04-02,1933-05-21
1933-04-02,influenza,CA-ON,train,1933-04-09,1933-05-28
1933-04-09,influenza,CA-ON,train,1933-04-16,1933-06-04
1933-04-16,influenza,CA-ON,train,1933-04-23,1933-06-11
1933-04-23,influenza,CA-ON,train,1933-04-30,1933-06-18
1933-04-30,influenza,CA-ON,train,1933-05-07,1933-06-25
1933-05-07,influenza,CA-ON,train,1933-05-14,1933-07-02
1933-05-14,influenza,CA-ON,train,1933-05-21,1933-07-09
1933-05-21,influenza,CA-ON,train,1933-05-28,1933-07-16
1933-05-28,influenza,CA-ON,train,1933-06-04,1933-07-23
1933-06-04,influenza,CA-ON,train,1933-06-11,1933-07-30
1933-06-11,influenza,CA-ON,train,1933-06-18,1933-08-06
1933-06-18,influenza,CA-ON,train,1933-06-25,1933-08-13
1933-06-25,influenza,CA-ON,train,1933-07-02,1933-08-20
1933-07-02,influenza,CA-ON,train,1933-07-09,1933-08-27
1933-07-09,influenza,CA-ON,train,1933-07-16,1933-09-03
1933-07-16,influenza,CA-ON,train,1933-07-23,1933-09-10
1933-07-23,influenza,CA-ON,train,1933-07-30,1933-09-17
1933-07-30,influenza,CA-ON,train,1933-08-06,1933-09-24
1933-08-06,influenza,CA-ON,train,1933-08-13,1933-10-01
1933-08-13,influenza,CA-ON,train,1933-08-20,1933-10-08
1933-08-20,influenza,CA-ON,train,1933-08-27,1933-10-15
1933-08-27,influenza,CA-ON,train,1933-09-03,1933-10-22
1933-09-03,influenza,CA-ON,train,1933-09-10,1933-10-29
1933-09-10,influenza,CA-ON,train,1933-09-17,1933-11-05
1933-09-17,influenza,CA-ON,train,1933-09-24,1933-11-12
1933-09-24,influenza,CA-ON,train,1933-10-01,1933-11-19
1933-10-01,influenza,CA-ON,train,1933-10-08,1933-11-26
1933-10-08,influenza,CA-ON,train,1933-10-15,1933-12-03
1933-10-15,influenza,CA-ON,train,1933-10-22,1933-12-10
1933-10-22,influenza,CA-ON,train,1933-10-29,1933-12-17
1933-10-29,influenza,CA-ON,train,1933-11-05,1933-12-24
1933-11-05,influenza,CA-ON,train,1933-11-12,1933-12-31
1933-11-12,influenza,CA-ON,train,1933-11-19,1934-01-07
1933-11-19,influenza,CA-ON,train,1933-11-26,1934-01-14
1933-11-26,influenza,CA-ON,train,1933-12-03,1934-01-21
1933-12-03,influenza,CA-ON,train,1933-12-10,1934-01-28
1933-12-10,influenza,CA-ON,train,1933-12-17,1934-02-04
1933-12-17,influenza,CA-ON,train,1933-12-24,1934-02-11
1933-12-24,influenza,CA-ON,train,1933-12-31,1934-02-18
1933-12-31,influenza,CA-ON,train,1934-01-07,1934-02-25
1934-01-07,influenza,CA-ON,train,1934-01-14,1934-03-04
1934-01-14,influenza,CA-ON,train,1934-01-21,1934-03-11
1934-01-21,influenza,CA-ON,train,1934-01-28,1934-03-18
1934-01-28,influenza,CA-ON,train,1934-02-04,1934-03-25
1934-02-04,influenza,CA-ON,train,1934-02-11,1934-04-01
1934-02-11,influenza,CA-ON,train,1934-02-18,1934-04-08
1934-02-18,influenza,CA-ON,train,1934-02-25,1934-04-15
1934-02-25,influenza,CA-ON,train,1934-03-04,1934-04-22
1934-03-04,influenza,CA-ON,train,1934-03-11,1934-04-29
1934-03-11,influenza,CA-ON,train,1934-03-18,1934-05-06
1934-03-18,influenza,CA-ON,train,1934-03-25,1934-05-13
1934-03-25,influenza,CA-ON,train,1934-04-01,1934-05-20
1934-04-01,influenza,CA-ON,train,1934-04-08,1934-05-27
1934-04-08,influenza,CA-ON,train,1934-04-15,1934-06-03
1934-04-15,influenza,CA-ON,train,1934-04-22,1934-06-10
1934-04-22,influenza,CA-ON,train,1934-04-29,1934-06-17
1934-04-29,influenza,CA-ON,train,1934-05-06,1934-06-24
1934-05-06,influenza,CA-ON,train,1934-05-13,1934-07-01
1934-05-13,influenza,CA-ON,train,1934-05-20,1934-07-08
1934-05-20,influenza,CA-ON,train,1934-05-27,1934-07-15
1934-05-27,influenza,CA-ON,train,1934-06-03,1934-07-22
1934-06-03,influenza,CA-ON,train,1934-06-10,1934-07-29
1934-06-10,influenza,CA-ON,train,1934-06-17,1934-08-05
1934-06-17,influenza,CA-ON,train,1934-06-24,1934-08-12
1934-06-24,influenza,CA-ON,train,1934-07-01,1934-08-19
1934-07-01,influenza,CA-ON,train,1934-07-08,1934-08-26
1934-07-08,influenza,CA-ON,train,1934-07-15,1934-09-02
1934-07-15,influenza,CA-ON,train,1934-07-22,1934-09-09
1934-07-22,influenza,CA-ON,train,1934-07-29,1934-09-16
1934-07-29,influenza,CA-ON,train,1934-08-05,1934-09-23
1934-08-05,influenza,CA-ON,train,1934-08-12,1934-09-30
1934-08-12,influenza,CA-ON,train,1934-08-19,1934-10-07
1934-08-19,influenza,CA-ON,train,1934-08-26,1934-10-14
1934-08-26,influenza,CA-ON,train,1934-09-02,1934-10-21
1934-09-02,influenza,CA-ON,train,1934-09-09,1934-10-28
1934-09-09,influenza,CA-ON,train,1934-09-16,1934-11-04
1934-09-16,influenza,CA-ON,train,1934-09-23,1934-11-11
1934-09-23,influenza,CA-ON,train,1934-09-30,1934-11-18
1934-09-30,influenza,CA-ON,train,1934-10-07,1934-11-25
1934-10-07,influenza,CA-ON,train,1934-10-14,1934-12-02
1934-10-14,influenza,CA-ON,train,1934-10-21,1934-12-09
1934-10-21,influenza,CA-ON,train,1934-10-28,1934-12-16
1934-10-28,influenza,CA-ON,train,1934-11-04,1934-12-23
1934-11-04,influenza,CA-ON,train,1934-11-11,1934-12-30
1934-11-11,influenza,CA-ON,train,1934-11-18,1935-01-06
1934-11-18,influenza,CA-ON,train,1934-11-25,1935-01-13
1934-11-25,influenza,CA-ON,train,1934-12-02,1935-01-20
1934-12-02,influenza,CA-ON,train,1934-12-09,1935-01-27
1934-12-09,influenza,CA-ON,train,1934-12-16,1935-02-03
1934-12-16,influenza,CA-ON,train,1934-12-23,1935-02-10
1934-12-23,influenza,CA-ON,train,1934-12-30,1935-02-17
1934-12-30,influenza,CA-ON,train,1935-01-06,1935-02-24
1935-01-06,influenza,CA-ON,train,1935-01-13,1935-03-03
1935-01-13,influenza,CA-ON,train,1935-01-20,1935-03-10
1935-01-20,influenza,CA-ON,train,1935-01-27,1935-03-17
1935-01-27,influenza,CA-ON,train,1935-02-03,1935-03-24
1935-02-03,influenza,CA-ON,train,1935-02-10,1935-03-31
1935-02-10,influenza,CA-ON,train,1935-02-17,1935-04-07
1935-02-17,influenza,CA-ON,train,1935-02-24,1935-04-14
1935-02-24,influenza,CA-ON,train,1935-03-03,1935-04-21
1935-03-03,influenza,CA-ON,train,1935-03-10,1935-04-28
1935-03-10,influenza,CA-ON,train,1935-03-17,1935-05-05
1935-03-17,influenza,CA-ON,train,1935-03-24,1935-05-12
1935-03-24,influenza,CA-ON,train,1935-03-31,1935-05-19
1935-03-31,influenza,CA-ON,train,1935-04-07,1935-05-26
1935-04-07,influenza,CA-ON,train,1935-04-14,1935-06-02
1935-04-14,influenza,CA-ON,train,1935-04-21,1935-06-09
1935-04-21,influenza,CA-ON,train,1935-04-28,1935-06-16
1935-04-28,influenza,CA-ON,train,1935-05-05,1935-06-23
1935-05-05,influenza,CA-ON,train,1935-05-12,1935-06-30
1935-05-12,influenza,CA-ON,train,1935-05-19,1935-07-07
1935-05-19,influenza,CA-ON,train,1935-05-26,1935-07-14
1935-05-26,influenza,CA-ON,train,1935-06-02,1935-07-21
1935-06-02,influenza,CA-ON,train,1935-06-09,1935-07-28
1935-06-09,influenza,CA-ON,train,1935-06-16,1935-08-04
1935-06-16,influenza,CA-ON,train,1935-06-23,1935-08-11
1935-06-23,influenza,CA-ON,train,1935-06-30,1935-08-18
1935-06-30,influenza,CA-ON,train,1935-07-07,1935-08-25
1935-07-07,influenza,CA-ON,train,1935-07-14,1935-09-01
1935-07-14,influenza,CA-ON,train,1935-07-21,1935-09-08
1935-07-21,influenza,CA-ON,train,1935-07-28,1935-09-15
1935-07-28,influenza,CA-ON,train,1935-08-04,1935-09-22
1935-08-04,influenza,CA-ON,train,1935-08-11,1935-09-29
1935-08-11,influenza,CA-ON,train,1935-08-18,1935-10-06
1935-08-18,influenza,CA-ON,train,1935-08-25,1935-10-13
1935-08-25,influenza,CA-ON,train,1935-09-01,1935-10-20
1935-09-01,influenza,CA-ON,train,1935-09-08,1935-10-27
1935-09-08,influenza,CA-ON,train,1935-09-15,1935-11-03
1935-09-15,influenza,CA-ON,train,1935-09-22,1935-11-10
1935-09-22,influenza,CA-ON,train,1935-09-29,1935-11-17
1935-09-29,influenza,CA-ON,train,1935-10-06,1935-11-24
1935-10-06,influenza,CA-ON,train,1935-10-13,1935-12-01
1935-10-13,influenza,CA-ON,train,1935-10-20,1935-12-08
1935-10-20,influenza,CA-ON,train,1935-10-27,1935-12-15
1935-10-27,influenza,CA-ON,train,1935-11-03,1935-12-22
1935-11-03,influenza,CA-ON,train,1935-11-10,1935-12-29
1935-11-10,influenza,CA-ON,train,1935-11-17,1936-01-05
1935-11-17,influenza,CA-ON,train,1935-11-24,1936-01-12
1935-11-24,influenza,CA-ON,train,1935-12-01,1936-01-19
1935-12-01,influenza,CA-ON,train,1935-12-08,1936-01-26
1935-12-08,influenza,CA-ON,train,1935-12-15,1936-02-02
1935-12-15,influenza,CA-ON,train,1935-12-22,1936-02-09
1935-12-22,influenza,CA-ON,train,1935-12-29,1936-02-16
1935-12-29,influenza,CA-ON,train,1936-01-05,1936-02-23
1936-01-05,influenza,CA-ON,train,1936-01-12,1936-03-01
1936-01-12,influenza,CA-ON,train,1936-01-19,1936-03-08
1936-01-19,influenza,CA-ON,train,1936-01-26,1936-03-15
1936-01-26,influenza,CA-ON,train,1936-02-02,1936-03-22
1936-02-02,influenza,CA-ON,train,1936-02-09,1936-03-29
1936-02-09,influenza,CA-ON,train,1936-02-16,1936-04-05
1936-02-16,influenza,CA-ON,train,1936-02-23,1936-04-12
1936-02-23,influenza,CA-ON,train,1936-03-01,1936-04-19
1936-03-01,influenza,CA-ON,train,1936-03-08,1936-04-26
1936-03-08,influenza,CA-ON,train,1936-03-15,1936-05-03
1936-03-15,influenza,CA-ON,train,1936-03-22,1936-05-10
1936-03-22,influenza,CA-ON,train,1936-03-29,1936-05-17
1936-03-29,influenza,CA-ON,train,1936-04-05,1936-05-24
1936-04-05,influenza,CA-ON,train,1936-04-12,1936-05-31
1936-04-12,influenza,CA-ON,train,1936-04-19,1936-06-07
1936-04-19,influenza,CA-ON,train,1936-04-26,1936-06-14
1936-04-26,influenza,CA-ON,train,1936-05-03,1936-06-21
1936-05-03,influenza,CA-ON,train,1936-05-10,1936-06-28
1936-05-10,influenza,CA-ON,train,1936-05-17,1936-07-05
1936-05-17,influenza,CA-ON,train,1936-05-24,1936-07-12
1936-05-24,influenza,CA-ON,train,1936-05-31,1936-07-19
1936-05-31,influenza,CA-ON,train,1936-06-07,1936-07-26
1936-06-07,influenza,CA-ON,train,1936-06-14,1936-08-02
1936-06-14,influenza,CA-ON,train,1936-06-21,1936-08-09
1936-06-21,influenza,CA-ON,train,1936-06-28,1936-08-16
1936-06-28,influenza,CA-ON,train,1936-07-05,1936-08-23
1936-07-05,influenza,CA-ON,train,1936-07-12,1936-08-30
1936-07-12,influenza,CA-ON,train,1936-07-19,1936-09-06
1936-07-19,influenza,CA-ON,train,1936-07-26,1936-09-13
1936-07-26,influenza,CA-ON,train,1936-08-02,1936-09-20
1936-08-02,influenza,CA-ON,train,1936-08-09,1936-09-27
1936-08-09,influenza,CA-ON,train,1936-08-16,1936-10-04
1936-08-16,influenza,CA-ON,train,1936-08-23,1936-10-11
1936-08-23,influenza,CA-ON,train,1936-08-30,1936-10-18
1936-08-30,influenza,CA-ON,train,1936-09-06,1936-10-25
1936-09-06,influenza,CA-ON,train,1936-09-13,1936-11-01
1936-09-13,influenza,CA-ON,train,1936-09-20,1936-11-08
1936-09-20,influenza,CA-ON,train,1936-09-27,1936-11-15
1936-09-27,influenza,CA-ON,train,1936-10-04,1936-11-22
1936-10-04,influenza,CA-ON,train,1936-10-11,1936-11-29
1936-10-11,influenza,CA-ON,train,1936-10-18,1936-12-06
1936-10-18,influenza,CA-ON,train,1936-10-25,1936-12-13
1936-10-25,influenza,CA-ON,train,1936-11-01,1936-12-20
1936-11-01,influenza,CA-ON,train,1936-11-08,1936-12-27
1936-11-08,influenza,CA-ON,train,1936-11-15,1937-01-03
1936-11-15,influenza,CA-ON,train,1936-11-22,1937-01-10
1936-11-22,influenza,CA-ON,train,1936-11-29,1937-01-17
1936-11-29,influenza,CA-ON,train,1936-12-06,1937-01-24
1936-12-06,influenza,CA-ON,train,1936-12-13,1937-01-31
1936-12-13,influenza,CA-ON,train,1936-12-20,1937-02-07
1936-12-20,influenza,CA-ON,train,1936-12-27,1937-02-14
1936-12-27,influenza,CA-ON,train,1937-01-03,1937-02-21
1937-01-03,influenza,CA-ON,train,1937-01-10,1937-02-28
1937-01-10,influenza,CA-ON,train,1937-01-17,1937-03-07
1937-01-17,influenza,CA-ON,train,1937-01-24,1937-03-14
1937-01-24,influenza,CA-ON,train,1937-01-31,1937-03-21
1937-01-31,influenza,CA-ON,train,1937-02-07,1937-03-28
1937-02-07,influenza,CA-ON,train,1937-02-14,1937-04-04
1937-02-14,influenza,CA-ON,train,1937-02-21,1937-04-11
1937-02-21,influenza,CA-ON,train,1937-02-28,1937-04-18
1937-02-28,influenza,CA-ON,train,1937-03-07,1937-04-25
1937-03-07,influenza,CA-ON,train,1937-03-14,1937-05-02
1937-03-14,influenza,CA-ON,train,1937-03-21,1937-05-09
1937-03-21,influenza,CA-ON,train,1937-03-28,1937-05-16
1937-03-28,influenza,CA-ON,train,1937-04-04,1937-05-23
1937-04-04,influenza,CA-ON,train,1937-04-11,1937-05-30
1937-04-11,influenza,CA-ON,train,1937-04-18,1937-06-06
1937-04-18,influenza,CA-ON,train,1937-04-25,1937-06-13
1937-04-25,influenza,CA-ON,train,1937-05-02,1937-06-20
1937-05-02,influenza,CA-ON,train,1937-05-09,1937-06-27
1937-05-09,influenza,CA-ON,train,1937-05-16,1937-07-04
1937-05-16,influenza,CA-ON,train,1937-05-23,1937-07-11
1937-05-23,influenza,CA-ON,train,1937-05-30,1937-07-18
1937-05-30,influenza,CA-ON,train,1937-06-06,1937-07-25
1937-06-06,influenza,CA-ON,train,1937-06-13,1937-08-01
1937-06-13,influenza,CA-ON,train,1937-06-20,1937-08-08
1937-06-20,influenza,CA-ON,train,1937-06-27,1937-08-15
1937-06-27,influenza,CA-ON,train,1937-07-04,1937-08-22
1937-07-04,influenza,CA-ON,train,1937-07-11,1937-08-29
1937-07-11,influenza,CA-ON,train,1937-07-18,1937-09-05
1937-07-18,influenza,CA-ON,train,1937-07-25,1937-09-12
1937-07-25,influenza,CA-ON,train,1937-08-01,1937-09-19
1937-08-01,influenza,CA-ON,train,1937-08-08,1937-09-26
1937-08-08,influenza,CA-ON,train,1937-08-15,1937-10-03
1937-08-15,influenza,CA-ON,train,1937-08-22,1937-10-10
1937-08-22,influenza,CA-ON,train,1937-08-29,1937-10-17
1937-08-29,influenza,CA-ON,train,1937-09-05,1937-10-24
1937-09-05,influenza,CA-ON,train,1937-09-12,1937-10-31
1937-09-12,influenza,CA-ON,train,1937-09-19,1937-11-07
1937-09-19,influenza,CA-ON,train,1937-09-26,1937-11-14
1937-09-26,influenza,CA-ON,train,1937-10-03,1937-11-21
1937-10-03,influenza,CA-ON,train,1937-10-10,1937-11-28
1937-10-10,influenza,CA-ON,train,1937-10-17,1937-12-05
1937-10-17,influenza,CA-ON,train,1937-10-24,1937-12-12
1937-10-24,influenza,CA-ON,train,1937-10-31,1937-12-19
1937-10-31,influenza,CA-ON,train,1937-11-07,1937-12-26
1937-11-07,influenza,CA-ON,train,1937-11-14,1938-01-02
1937-11-14,influenza,CA-ON,train,1937-11-21,1938-01-09
1937-11-21,influenza,CA-ON,train,1937-11-28,1938-01-16
1937-11-28,influenza,CA-ON,train,1937-12-05,1938-01-23
1937-12-05,influenza,CA-ON,train,1937-12-12,1938-01-30
1937-12-12,influenza,CA-ON,train,1937-12-19,1938-02-06
1937-12-19,influenza,CA-ON,train,1937-12-26,1938-02-13
1937-12-26,influenza,CA-ON,train,1938-01-02,1938-02-20
1938-01-02,influenza,CA-ON,train,1938-01-09,1938-02-27
1938-01-09,influenza,CA-ON,train,1938-01-16,1938-03-06
1938-01-16,influenza,CA-ON,train,1938-01-23,1938-03-13
1938-01-23,influenza,CA-ON,train,1938-01-30,1938-03-20
1938-01-30,influenza,CA-ON,train,1938-02-06,1938-03-27
1938-02-06,influenza,CA-ON,train,1938-02-13,1938-04-03
1938-02-13,influenza,CA-ON,train,1938-02-20,1938-04-10
1938-02-20,influenza,CA-ON,train,1938-02-27,1938-04-17
1938-02-27,influenza,CA-ON,train,1938-03-06,1938-04-24
1938-03-06,influenza,CA-ON,train,1938-03-13,1938-05-01
1938-03-13,influenza,CA-ON,train,1938-03-20,1938-05-08
1938-03-20,influenza,CA-ON,train,1938-03-27,1938-05-15
1938-03-27,influenza,CA-ON,train,1938-04-03,1938-05-22
1938-04-03,influenza,CA-ON,train,1938-04-10,1938-05-29
1938-04-10,influenza,CA-ON,train,1938-04-17,1938-06-05
1938-04-17,influenza,CA-ON,train,1938-04-24,1938-06-12
1938-04-24,influenza,CA-ON,train,1938-05-01,1938-06-19
1938-05-01,influenza,CA-ON,train,1938-05-08,1938-06-26
1938-05-08,influenza,CA-ON,train,1938-05-15,1938-07-03
1938-05-15,influenza,CA-ON,train,1938-05-22,1938-07-10
1938-05-22,influenza,CA-ON,train,1938-05-29,1938-07-17
1938-05-29,influenza,CA-ON,train,1938-06-05,1938-07-24
1938-06-05,influenza,CA-ON,train,1938-06-12,1938-07-31
1938-06-12,influenza,CA-ON,train,1938-06-19,1938-08-07
1938-06-19,influenza,CA-ON,train,1938-06-26,1938-08-14
1938-06-26,influenza,CA-ON,train,1938-07-03,1938-08-21
1938-07-03,influenza,CA-ON,train,1938-07-10,1938-08-28
1938-07-10,influenza,CA-ON,train,1938-07-17,1938-09-04
1938-07-17,influenza,CA-ON,train,1938-07-24,1938-09-11
1938-07-24,influenza,CA-ON,train,1938-07-31,1938-09-18
1938-07-31,influenza,CA-ON,train,1938-08-07,1938-09-25
1938-08-07,influenza,CA-ON,train,1938-08-14,1938-10-02
1938-08-14,influenza,CA-ON,train,1938-08-21,1938-10-09
1938-08-21,influenza,CA-ON,train,1938-08-28,1938-10-16
1938-08-28,influenza,CA-ON,train,1938-09-04,1938-10-23
1938-09-04,influenza,CA-ON,train,1938-09-11,1938-10-30
1938-09-11,influenza,CA-ON,train,1938-09-18,1938-11-06
1938-09-18,influenza,CA-ON,train,1938-09-25,1938-11-13
1938-09-25,influenza,CA-ON,train,1938-10-02,1938-11-20
1938-10-02,influenza,CA-ON,train,1938-10-09,1938-11-27
1938-10-09,influenza,CA-ON,train,1938-10-16,1938-12-04
1938-10-16,influenza,CA-ON,train,1938-10-23,1938-12-11
1938-10-23,influenza,CA-ON,train,1938-10-30,1938-12-18
1938-10-30,influenza,CA-ON,train,1938-11-06,1938-12-25
1938-11-06,influenza,CA-ON,train,1938-11-13,1939-01-01
1938-11-13,influenza,CA-ON,train,1938-11-20,1939-01-08
1938-11-20,influenza,CA-ON,train,1938-11-27,1939-01-15
1938-11-27,influenza,CA-ON,train,1938-12-04,1939-01-22
1938-12-04,influenza,CA-ON,train,1938-12-11,1939-01-29
1938-12-11,influenza,CA-ON,train,1938-12-18,1939-02-05
1938-12-18,influenza,CA-ON,train,1938-12-25,1939-02-12
1938-12-25,influenza,CA-ON,train,1939-01-01,1939-02-19
1939-01-01,influenza,CA-ON,train,1939-01-08,1939-02-26
1939-01-08,influenza,CA-ON,train,1939-01-15,1939-03-05
1939-01-15,influenza,CA-ON,train,1939-01-22,1939-03-12
1939-01-22,influenza,CA-ON,train,1939-01-29,1939-03-19
1939-01-29,influenza,CA-ON,train,1939-02-05,1939-03-26
1939-02-05,influenza,CA-ON,train,1939-02-12,1939-04-02
1939-02-12,influenza,CA-ON,train,1939-02-19,1939-04-09
1939-02-19,influenza,CA-ON,train,1939-02-26,1939-04-16
1939-02-26,influenza,CA-ON,train,1939-03-05,1939-04-23
1939-03-05,influenza,CA-ON,train,1939-03-12,1939-04-30
1939-03-12,influenza,CA-ON,train,1939-03-19,1939-05-07
1939-03-19,influenza,CA-ON,train,1939-03-26,1939-05-14
1939-03-26,influenza,CA-ON,train,1939-04-02,1939-05-21
1939-04-02,influenza,CA-ON,train,1939-04-09,1939-05-28
1939-04-09,influenza,CA-ON,train,1939-04-16,1939-06-04
1939-04-16,influenza,CA-ON,train,1939-04-23,1939-06-11
1939-04-23,influenza,CA-ON,train,1939-04-30,1939-06-18
1939-04-30,influenza,CA-ON,train,1939-05-07,1939-06-25
1939-05-07,influenza,CA-ON,train,1939-05-14,1939-07-02
1939-05-14,influenza,CA-ON,train,1939-05-21,1939-07-09
1939-05-21,influenza,CA-ON,train,1939-05-28,1939-07-16
1939-05-28,influenza,CA-ON,train,1939-06-04,1939-07-23
1939-06-04,influenza,CA-ON,train,1939-06-11,1939-07-30
1939-06-11,influenza,CA-ON,train,1939-06-18,1939-08-06
1939-06-18,influenza,CA-ON,train,1939-06-25,1939-08-13
1939-06-25,influenza,CA-ON,train,1939-07-02,1939-08-20
1939-07-02,influenza,CA-ON,train,1939-07-09,1939-08-27
1939-07-09,influenza,CA-ON,train,1939-07-16,1939-09-03
1939-07-16,influenza,CA-ON,train,1939-07-23,1939-09-10
1939-07-23,influenza,CA-ON,train,1939-07-30,1939-09-17
1939-07-30,influenza,CA-ON,train,1939-08-06,1939-09-24
1939-08-06,influenza,CA-ON,train,1939-08-13,1939-10-01
1939-08-13,influenza,CA-ON,train,1939-08-20,1939-10-08
1939-08-20,influenza,CA-ON,train,1939-08-27,1939-10-15
1939-08-27,influenza,CA-ON,train,1939-09-03,1939-10-22
1939-09-03,influenza,CA-ON,train,1939-09-10,1939-10-29
1939-09-10,influenza,CA-ON,train,1939-09-17,1939-11-05
1939-09-17,influenza,CA-ON,train,1939-09-24,1939-11-12
1939-09-24,influenza,CA-ON,train,1939-10-01,1939-11-19
1939-10-01,influenza,CA-ON,train,1939-10-08,1939-11-26
1939-10-08,influenza,CA-ON,train,1939-10-15,1939-12-03
1939-10-15,influenza,CA-ON,train,1939-10-22,1939-12-10
1939-10-22,influenza,CA-ON,train,1939-10-29,1939-12-17
1939-10-29,influenza,CA-ON,train,1939-11-05,1939-12-24
1939-11-05,influenza,CA-ON,train,1939-11-12,1939-12-31
1939-11-12,influenza,CA-ON,train,1939-11-19,1940-01-07
1939-11-19,influenza,CA-ON,train,1939-11-26,1940-01-14
1939-11-26,influenza,CA-ON,train,1939-12-03,1940-01-21
1939-12-03,influenza,CA-ON,train,1939-12-10,1940-01-28
1939-12-10,influenza,CA-ON,train,1939-12-17,1940-02-04
1939-12-17,influenza,CA-ON,train,1939-12-24,1940-02-11
1939-12-24,influenza,CA-ON,train,1939-12-31,1940-02-18
1939-12-31,influenza,CA-ON,train,1940-01-07,1940-02-25
1940-01-07,influenza,CA-ON,train,1940-01-14,1940-03-03
1940-01-14,influenza,CA-ON,train,1940-01-21,1940-03-10
1940-01-21,influenza,CA-ON,train,1940-01-28,1940-03-17
1940-01-28,influenza,CA-ON,train,1940-02-04,1940-03-24
1940-02-04,influenza,CA-ON,train,1940-02-11,1940-03-31
1940-02-11,influenza,CA-ON,train,1940-02-18,1940-04-07
1940-02-18,influenza,CA-ON,train,1940-02-25,1940-04-14
1940-02-25,influenza,CA-ON,train,1940-03-03,1940-04-21
1940-03-03,influenza,CA-ON,train,1940-03-10,1940-04-28
1940-03-10,influenza,CA-ON,train,1940-03-17,1940-05-05
1940-03-17,influenza,CA-ON,train,1940-03-24,1940-05-12
1940-03-24,influenza,CA-ON,train,1940-03-31,1940-05-19
1940-03-31,influenza,CA-ON,train,1940-04-07,1940-05-26
1940-04-07,influenza,CA-ON,train,1940-04-14,1940-06-02
1940-04-14,influenza,CA-ON,train,1940-04-21,1940-06-09
1940-04-21,influenza,CA-ON,train,1940-04-28,1940-06-16
1940-04-28,influenza,CA-ON,train,1940-05-05,1940-06-23
1940-05-05,influenza,CA-ON,train,1940-05-12,1940-06-30
1940-05-12,influenza,CA-ON,train,1940-05-19,1940-07-07
1940-05-19,influenza,CA-ON,train,1940-05-26,1940-07-14
1940-05-26,influenza,CA-ON,train,1940-06-02,1940-07-21
1940-06-02,influenza,CA-ON,train,1940-06-09,1940-07-28
1940-06-09,influenza,CA-ON,train,1940-06-16,1940-08-04
1940-06-16,influenza,CA-ON,train,1940-06-23,1940-08-11
1940-06-23,influenza,CA-ON,train,1940-06-30,1940-08-18
1940-06-30,influenza,CA-ON,train,1940-07-07,1940-08-25
1940-07-07,influenza,CA-ON,train,1940-07-14,1940-09-01
1940-07-14,influenza,CA-ON,train,1940-07-21,1940-09-08
1940-07-21,influenza,CA-ON,train,1940-07-28,1940-09-15
1940-07-28,influenza,CA-ON,train,1940-08-04,1940-09-22
1940-08-04,influenza,CA-ON,train,1940-08-11,1940-09-29
1940-08-11,influenza,CA-ON,train,1940-08-18,1940-10-06
